Name:,Shuang Lin
Email:,spl5745@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,None

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
580,CrCoNi,BCC,None,homogeneous ,Tensile Ductility,EXP,None,298.15,54.0,None,%,F3,10.1016/j.jallcom.2020.157388
581,CrCoNi,BCC,A,Tpye 1 annealing 60 min,Tensile Ductility,EXP,None,298.15,45.0,None,%,F3,10.1016/j.jallcom.2020.157388
582,CrCoNi,BCC,A,Tpye 1 annealing 15 min,Tensile Ductility,EXP,None,298.15,43.0,None,%,F3,10.1016/j.jallcom.2020.157388
583,CrCoNi,BCC,A,Tpye 1 annealing 5 min,Tensile Ductility,EXP,None,298.15,30.0,None,%,F3,10.1016/j.jallcom.2020.157388
584,CrCoNi,BCC,A,Tpye 1 annealing 0 min,Tensile Ductility,EXP,None,298.15,25.0,None,%,F3,10.1016/j.jallcom.2020.157388
585,CrCoNi,BCC,None,gradient microstructure,Tensile Ductility,EXP,None,298.15,6.0,None,%,F3,10.1016/j.jallcom.2020.157388
586,CrCoNi,BCC,None,homogeneous ,Tensile Ductility,EXP,None,298.15,54.0,None,%,F3,10.1016/j.jallcom.2020.157388
587,CrCoNi,BCC,A,Tpye 2 annealing  15 min,Tensile Ductility,EXP,None,298.15,48.0,None,%,F3,10.1016/j.jallcom.2020.157388
588,CrCoNi,BCC,A,Tpye 2 annealing 5 min,Tensile Ductility,EXP,None,298.15,39.0,None,%,F3,10.1016/j.jallcom.2020.157388
589,CrCoNi,BCC,A,Tpye 2 annealing 2.5 min,Tensile Ductility,EXP,None,298.15,28.0,None,%,F3,10.1016/j.jallcom.2020.157388
590,CrCoNi,BCC,A,Tpye 2 annealing 2 min,Tensile Ductility,EXP,None,298.15,18.0,None,%,F3,10.1016/j.jallcom.2020.157388
591,CrCoNi,BCC,A,Tpye 2 annealing 1 min,Tensile Ductility,EXP,None,298.15,9.0,None,%,F3,10.1016/j.jallcom.2020.157388
592,CrCoNi,BCC,None,gradient microstructure,Tensile Ductility,EXP,None,298.15,8.0,None,%,F3,10.1016/j.jallcom.2020.157388
593,CrFeCoNiAl0.7,BCC,AC,none,Tensile Ductility,EXP,None,298.15,9.2,None,%,F4,10.1016/j.jmst.2021.01.053
594,Mo,BCC,None,none,Tensile Ductility,EXP,None,298.15,1.2,None,%,T2,10.1016/j.jallcom.2021.159118
595,Ti3V2NbAl0.5Ni0.5,BCC,None,none,compressive Ductility,EXP,None,873.0,48.0,None,%,F8,10.1016/j.intermet.2021.107187
596,Ti3V2NbAl0.5Ni0.5,BCC,None,none,compressive Ductility,EXP,None,973.0,45.0,None,%,F8,10.1016/j.intermet.2021.107187
597,Ti3V2NbAl0.5Ni0.5,BCC,None,none,compressive Ductility,EXP,None,1073.0,60.0,None,%,F8,10.1016/j.intermet.2021.107187
598,TiZrHfNbTa,BCC,None,none,Tensile Ductility,EXP,None,77.0,21.0,None,%,F1,10.1016/j.actamat.2020.10.044
599,TiZrHfNbTa,BCC,None,none,tensile Ductility,EXP,None,277.0,24.0,None,%,F1,10.1016/j.actamat.2020.10.044
600,Ti 16 Zr 35 Hf 35 Ta 14,BCC,AC,none,Tensile Ductility,EXP,None,298.15,2.5,None,%,F1,10.1016/j.scriptamat.2020.08.013
601,Ti 16 Zr 35 Hf 35 Ta 14,BCC,WQ,none,Tensile Ductility,EXP,None,298.15,27.5,None,%,F1,10.1016/j.scriptamat.2020.08.013
602,TiZrHfNb,BCC,None,none,Tensile Ductility,EXP,None,298.15,23.0,None,%,F4,10.3389/fmats.2020.589052
603,TiZrHfNbO0.5,BCC,None,none,Tensile Ductility,EXP,None,298.15,21.0,None,%,F4,10.3389/fmats.2020.589052
604,TiZrHfNbO1,BCC,None,none,Tensile Ductility,EXP,None,298.15,22.0,None,%,F4,10.3389/fmats.2020.589052
605,TiZrHfNbO1.5,BCC,None,none,Tensile Ductility,EXP,None,298.15,24.0,None,%,F4,10.3389/fmats.2020.589052
606,TiZrHfNbO2,BCC,None,none,Tensile Ductility,EXP,None,298.15,24.0,None,%,F4,10.3389/fmats.2020.589052
607,TiZrVNb,BCC,None,none,Tensile Ductility,EXP,None,298.15,4.0,None,%,F5,10.1007/s12613-020-2040-1
608,Ti1.5ZrVNb,BCC,None,none,Tensile Ductility,EXP,None,298.15,11.6,None,%,F5,10.1007/s12613-020-2040-1
609,Ti2ZrVNb,BCC,None,none,Tensile Ductility,EXP,None,298.15,12.5,None,%,F5,10.1007/s12613-020-2040-1
610,V0.5Nb0.5ZrTi,BCC,AC,none,Tensile Ductility,EXP,None,298.15,16.0,None,%,F4,10.1016/j.msea.2020.139774
611,Ta12.25Nb12.25Hf24.5Zr24.5Ti24.5O2,BCC,AC,none,Tensile Ductility,EXP,None,298.15,22.5,None,%,F3,10.1126/sciadv.aba7802
612,Ta12.25Nb12.25Hf24.5Zr24.5Ti24.5N2,BCC,AC,none,Tensile Ductility,EXP,None,298.15,15.0,None,%,F3,10.1126/sciadv.aba7802
613,Ta0.5Nb0.5HfZrTi,BCC,AC,none,Tensile Ductility,EXP,None,298.15,14.0,None,%,F3,10.1126/sciadv.aba7802
614,Ti50Nb30Cr10V10,BCC,A,annealling at 1000 oC for 24h, ductility lowest limit,Compressive Ductility,EXP,None,298.15,50.0,None,%,T4,10.1016/j.msea.2020.139409
615,Ti42.1875Nb25.3125Cr10V10Ni7.5Al5,BCC,A,annealling at 1000 oC for 24h,Compressive Ductility,EXP,None,298.15,13.8,None,%,T4,10.1016/j.msea.2020.139409
616,Ti39.0625Nb23.4375Cr10V10Ni10.5Al7,BCC,A,annealling at 1000 oC for 24h,Compressive Ductility,EXP,None,298.15,8.9,None,%,T4,10.1016/j.msea.2020.139409
617,Ti34.375Nb20.625Cr10V10Ni15Al10,BCC,A,annealling at 1000 oC for 24h,Compressive Ductility,EXP,None,298.15,0.0,None,%,T4,10.1016/j.msea.2020.139409
618,Ti50Nb30Cr10V10,BCC,A,annealling at 1000 oC for 24h, ductility lowest limit,Compressive Ductility,EXP,None,1098.15,50.0,None,%,T4,10.1016/j.msea.2020.139409
619,Ti42.1875Nb25.3125Cr10V10Ni7.5Al5,BCC,A,annealling at 1000 oC for 24h, ductility lowest limit,Compressive Ductility,EXP,None,1098.15,50.0,None,%,T4,10.1016/j.msea.2020.139409
620,Ti39.0625Nb23.4375Cr10V10Ni10.5Al7,BCC,A,annealling at 1000 oC for 24h, ductility lowest limit,Compressive Ductility,EXP,None,1098.15,50.0,None,%,T4,10.1016/j.msea.2020.139409
621,Ti34.375Nb20.625Cr10V10Ni15Al10,BCC,A,annealling at 1000 oC for 24h, ductility lowest limit,Compressive Ductility,EXP,None,1098.15,50.0,None,%,T4,10.1016/j.msea.2020.139409
622,Al 10 Nb 15 Ta 5 Ti 30 Zr 40,BCC,AC,none,Compressive Ductility,EXP,None,296.15,55.0,None,%,F2,10.1016/j.mt1a.2020.100627
623,Al 10 Nb 15 Ta 5 Ti 30 Zr 40,BCC,SC,none,Compressive Ductility,EXP,None,296.15,57.0,None,%,F2,10.1016/j.mt1a.2020.100627
624,Al 10 Nb 15 Ta 5 Ti 30 Zr 40,BCC,WQ,none,Compressive Ductility,EXP,None,296.15,59.0,None,%,F2,10.1016/j.mt1a.2020.100627
625,Al 10 Nb 15 Ta 5 Ti 30 Zr 40,BCC,AC,none,Compressive Ductility,EXP,None,873.15,58.0,None,%,F2,10.1016/j.mt1a.2020.100627
626,Al 10 Nb 15 Ta 5 Ti 30 Zr 40,BCC,WQ,none,Compressive Ductility,EXP,None,873.15,58.0,None,%,F2,10.1016/j.mt1a.2020.100627
627,Al 10 Nb 15 Ta 5 Ti 30 Zr 40,BCC,SC,none,Compressive Ductility,EXP,None,873.15,60.0,None,%,F2,10.1016/j.mt1a.2020.100627
628,HfNbTaTi,BCC,AC,none,Tensile Ductility,EXP,None,298.15,10.2,None,%,T2,10.2320/matertrans.MT-MK2019003
629,HfNbTaZr,BCC,AC,none,Tensile Ductility,EXP,None,298.15,2.6,None,%,T2,10.2320/matertrans.MT-MK2019003
630,HfNbTiZr,BCC,AC,none,Tensile Ductility,EXP,None,298.15,37.0,None,%,T2,10.2320/matertrans.MT-MK2019003
631,HfTaTiZr,BCC,AC,none,Tensile Ductility,EXP,None,298.15,1.2,None,%,T2,10.2320/matertrans.MT-MK2019003
632,NbTaTiZr,BCC,AC,none,Tensile Ductility,EXP,None,298.15,5.2,None,%,T2,10.2320/matertrans.MT-MK2019003
633,HfNbTaTi,BCC,H,none,Tensile Ductility,EXP,None,298.15,28.0,None,%,T3,10.2320/matertrans.MT-MK2019003
634,HfNbTaZr,BCC,H,none,Tensile Ductility,EXP,None,298.15,2.5,None,%,T3,10.2320/matertrans.MT-MK2019003
635,HfNbTiZr,BCC,H,none,Tensile Ductility,EXP,None,298.15,40.0,None,%,T3,10.2320/matertrans.MT-MK2019003
636,HfTaTiZr,BCC,H,none,Tensile Ductility,EXP,None,298.15,30.0,None,%,T3,10.2320/matertrans.MT-MK2019003
637,NbTaTiZr,BCC,H,none,Tensile Ductility,EXP,None,298.15,21.0,None,%,T3,10.2320/matertrans.MT-MK2019003
638,Ti1.89NbCrV0.56,BCC,AC,as cast at 750oC,Tensile Ductility,EXP,None,298.15,0.0,None,%,T2,10.3390/met9121351
639,Ti1.89NbCrV0.56,BCC,None,laser beam welding 400oC,Tensile Ductility,EXP,None,298.15,0.0,None,%,T2,10.3390/met9121351
640,Ti1.89NbCrV0.56,BCC,None,laser beam welding 600oC,Tensile Ductility,EXP,None,298.15,0.0,None,%,T2,10.3390/met9121351
641,Ti1.89NbCrV0.56,BCC,None,laser beam welding 800oC,Tensile Ductility,EXP,None,298.15,10.4,None,%,T2,10.3390/met9121351
642,Ti1.89CrNbV0.56,BCC,None,Cold-worked,Tensile Ductility,EXP,None,298.15,3.5,None,%,T4,10.1016/j.matchar.2019.109980
643,HfNbTaTiZr,BCC,None,Cold-worked,Tensile Ductility,EXP,None,298.15,5.0,None,%,T4,10.1016/j.matchar.2019.109980
644,HfNbTaTiZr,BCC,R,none,Tensile Ductility,EXP,None,298.15,12.2,None,%,T4,10.1016/j.matchar.2019.109980
645,Hf0.5Nb0.5Ta0.5Ti1.5Zr,BCC,AC,none,Tensile Ductility,EXP,None,298.15,18.8,None,%,T4,10.1016/j.matchar.2019.109980
646,HfNb0.18Ta0.18Ti1.27Zr,BCC,R,none,Tensile Ductility,EXP,None,298.15,23.0,None,%,T4,10.1016/j.matchar.2019.109980
647,TiZrNbHfTa,BCC,None,HPT-processed,Unirradiated,Tensile Ductility,EXP,None,298.15,4.35,None,%,T2,10.1007/s11837-019-03861-6
648,TiZrNbHfTa,BCC,None,HPT-processed,Irradiated,Tensile Ductility,EXP,None,298.15,4.67,None,%,T2,10.1007/s11837-019-03861-6
649,NbTa,BCC,None,none,Tensile Ductility,EXP,None,298.15,21.0,None,%,T3,10.1016/j.intermet.2019.01.004
650,TiNbTa,BCC,None,none,Tensile Ductility,EXP,None,298.15,19.0,None,%,T3,10.1016/j.intermet.2019.01.004
651,HfNbTa,BCC,None,none,Tensile Ductility,EXP,None,298.15,10.0,None,%,T3,10.1016/j.intermet.2019.01.004
652,TiHfNbTa,BCC,None,none,Tensile Ductility,EXP,None,298.15,11.0,None,%,T3,10.1016/j.intermet.2019.01.004
653,HfNbTaTiZr,BCC+HCP,None,none,Tensile Ductility,EXP,None,298.15,12.3,None,%,T3,10.3390/e21020114
654,NbTaTiZr,BCC+HCP,None,none,Tensile Ductility,EXP,None,298.15,6.4,None,%,T3,10.3390/e21020114
655,NbTaTi,BCC+HCP,None,none,Tensile Ductility,EXP,None,298.15,18.5,None,%,T3,10.3390/e21020114
656,TaTiZr,BCC+HCP,None,none,Tensile Ductility,EXP,None,298.15,0.0,None,%,T3,10.3390/e21020114
657,NbTiZr,BCC+HCP,None,none,Tensile Ductility,EXP,None,298.15,14.2,None,%,T3,10.3390/e21020114
658,Nb1.5TaTiZr0.5,BCC+HCP,None,none,Tensile Ductility,EXP,None,298.15,0.33,None,%,T3,10.3390/e21020114
659,Nb0.5TaTiZr1.5,BCC+HCP,None,none,Tensile Ductility,EXP,None,298.15,0.0,None,%,T3,10.3390/e21020114
660,TiNbTa0.5ZrAl0.2,BCC,None,none,Compressive Ductility,EXP,None,298.15,18.0,None,%,F9,10.1016/j.intermet.2018.06.007
661,TiNbTa0.5Zr,BCC,None,none,Compressive Ductility,EXP,None,298.15,31.0,None,%,F9,10.1016/j.intermet.2018.06.007
662,Al0.5NbTa0.8Ti1.5V0.2Zr,BCC+B2,A+HIP+A+SC,(1) cast plus HIP followed by annealing at 1200 °C for 24 h and slow cooling,Compressive Ductility,EXP,None,298.15,4.7,None,%,T1,10.1038/s41598-018-27144-3
663,Al0.5NbTa0.8Ti1.5V0.2Zr,BCC+B2,A+HIP+A+SC,(1)cast plus HIP followed by annealing at 1200 °C for 24 h and slow cooling,Compressive Ductility,EXP,None,873.15,3.8,None,%,T1,10.1038/s41598-018-27144-3
664,Al0.5NbTa0.8Ti1.5V0.2Zr,BCC+B2,A+HIP+A+SC,1 plus additional annealing at 1400 °C for 20 min and water quenching,lowest limit,Compressive Ductility,EXP,None,298.15,60.0,None,%,T1,10.1038/s41598-018-27144-3
665,Al0.5NbTa0.8Ti1.5V0.2Zr,BCC+B2,A+HIP+A+SC,1 plus additional annealing at 1400 °C for 20 min and water quenching, lowest limit,Compressive Ductility,EXP,None,873.15,60.0,None,%,T1,10.1038/s41598-018-27144-3
666,Al0.5NbTa0.8Ti1.5V0.2Zr,BCC+B2,A+HIP+A+SC,additional annealing at 600 °C for 120 hrs and water quenching,Compressive Ductility,EXP,None,298.15,38.0,None,%,T1,10.1038/s41598-018-27144-3
667,Al0.5NbTa0.8Ti1.5V0.2Zr,BCC+B2,A+HIP+A+SC,additional annealing at 600 °C for 120 hrs and water quenching,Compressive Ductility,EXP,None,873.15,16.2,None,%,T1,10.1038/s41598-018-27144-3
668,HfNbTiZr,BCC,None,solid-solution treated at 1273 K for 0.5 h,Tensile Ductility,EXP,None,298.15,28.0,None,%,F6,10.1016/j.msea.2018.03.071
669,Al3Hf24.25Nb24.25Ti24.25Zr24.25,BCC,None,solid-solution treated at 1273 K for 0.5 h,Tensile Ductility,EXP,None,298.15,27.0,None,%,F6,10.1016/j.msea.2018.03.071
670,Al5Hf23.75Nb23.75Ti23.75Zr23.75,BCC,None,solid-solution treated at 1273 K for 0.5 h,Tensile Ductility,EXP,None,298.15,25.0,None,%,F6,10.1016/j.msea.2018.03.071
671,Al7Hf23.25Nb23.25Ti23.25Zr23.25,BCC,None,solid-solution treated at 1273 K for 0.5 h,Tensile Ductility,EXP,None,298.15,20.0,None,%,F6,10.1016/j.msea.2018.03.071
672,Al10Hf22.5Nb22.5Ti22.5Zr22.5,BCC,None,solid-solution treated at 1273 K for 0.5 h,Tensile Ductility,EXP,None,298.15,17.0,None,%,F6,10.1016/j.msea.2018.03.071
673,Al12Hf22Nb22Ti22Zr22,BCC,None,solid-solution treated at 1273 K for 0.5 h,Tensile Ductility,EXP,None,298.15,16.0,None,%,F6,10.1016/j.msea.2018.03.071
674,HfNbTiZr,BCC,None,treated at 1273 K for 0.5 h, followed by aging at 873 K for 100 h,Tensile Ductility,EXP,None,298.15,27.5,None,%,F6,10.1016/j.msea.2018.03.071
675,Al3Hf24.25Nb24.25Ti24.25Zr24.25,BCC,None,treated at 1273 K for 0.5 h, followed by aging at 873 K for 100 h,Tensile Ductility,EXP,None,298.15,25.5,None,%,F6,10.1016/j.msea.2018.03.071
676,Al5Hf23.75Nb23.75Ti23.75Zr23.75,BCC,None,treated at 1273 K for 0.5 h, followed by aging at 873 K for 100 h,Tensile Ductility,EXP,None,298.15,25.0,None,%,F6,10.1016/j.msea.2018.03.071
677,Al7Hf23.25Nb23.25Ti23.25Zr23.25,BCC,None,treated at 1273 K for 0.5 h, followed by aging at 873 K for 100 h,Tensile Ductility,EXP,None,298.15,15.0,None,%,F6,10.1016/j.msea.2018.03.071
678,Al10Hf22.5Nb22.5Ti22.5Zr22.5,BCC,None,treated at 1273 K for 0.5 h, followed by aging at 873 K for 100 h,Tensile Ductility,EXP,None,298.15,12.5,None,%,F6,10.1016/j.msea.2018.03.071
679,Al12Hf22Nb22Ti22Zr22,BCC,None,treated at 1273 K for 0.5 h, followed by aging at 873 K for 100 h,Tensile Ductility,EXP,None,298.15,11.0,None,%,F6,10.1016/j.msea.2018.03.071
680,W 60 Ta 40,BCC,None,none,Compressive Ductility,EXP,None,298.0,8.5,None,%,F3,10.1016-j.scriptamat.2021.113839
681,W 60 Ta 40,BCC,None,none,Compressive Ductility,EXP,None,473.0,15.0,None,%,F3,10.1016-j.scriptamat.2021.113839
682,W 60 Ta 40,BCC,None,none,Compressive Ductility,EXP,None,673.0,14.0,None,%,F3,10.1016-j.scriptamat.2021.113839
683,W 60 Ta 40,BCC,None,none,Compressive Ductility,EXP,None,873.0,17.0,None,%,F3,10.1016-j.scriptamat.2021.113839
684,W 60 Ta 40,BCC,None,none,Compressive Ductility,EXP,None,1073.0,20.0,None,%,F3,10.1016-j.scriptamat.2021.113839
685,WTaVTi,BCC,None,none,Compressive Ductility,EXP,None,298.0,17.0,None,%,F3,10.1016-j.scriptamat.2021.113839
686,WTaVTi,BCC,None,none,Compressive Ductility,EXP,None,473.0,22.0,None,%,F3,10.1016-j.scriptamat.2021.113839
687,WTaVTi,BCC,None,none,Compressive Ductility,EXP,None,673.0,28.0,None,%,F3,10.1016-j.scriptamat.2021.113839
688,WTaVTi,BCC,None,none,Compressive Ductility,EXP,None,873.0,26.0,None,%,F3,10.1016-j.scriptamat.2021.113839
689,WTaVTi,BCC,None,none,Compressive Ductility,EXP,None,1073.0,25.0,None,%,F3,10.1016-j.scriptamat.2021.113839
690,WTaVTiCr,BCC,None,none,Compressive Ductility,EXP,None,298.0,18.0,None,%,F3,10.1016-j.scriptamat.2021.113839
691,WTaVTiCr,BCC,None,none,Compressive Ductility,EXP,None,473.0,23.0,None,%,F3,10.1016-j.scriptamat.2021.113839
692,WTaVTiCr,BCC,None,none,Compressive Ductility,EXP,None,673.0,16.0,None,%,F3,10.1016-j.scriptamat.2021.113839
693,WTaVTiCr,BCC,None,none,Compressive Ductility,EXP,None,873.0,14.0,None,%,F3,10.1016-j.scriptamat.2021.113839
694,WTaVTiCr,BCC,None,none,Compressive Ductility,EXP,None,1073.0,15.0,None,%,F3,10.1016-j.scriptamat.2021.113839
695,Ti28.32Zr28.32Hf28.32Nb6.74Ta6.74Mo1.55,None,None,none,Tensile Ductility,EXP,None,298.15,0.5,None,%,F8,10.1016/j.matdes.2021.109548
696,WNi8Fe2Re6,BCC+FCC,None,Sintering at 1500 oC for 60 min,Tensile Ductility,EXP,None,298.15,13.0,None,%,T2,10.3390/ma14071660
697,WNi4.9Fe2.1,BCC+FCC,None,ball milled for 50 h Sintered at 1490 oC for 90 min,Tensile Ductility,EXP,None,298.15,26.4,None,%,T2,10.3390/ma14071660
698,WNi4.9Fe2.1Re0.2,BCC+FCC,None,ball milled for 50 h Sintered at 1490 oC for 90 min,Tensile Ductility,EXP,None,298.15,26.0,None,%,T2,10.3390/ma14071660
699,WNi4.9Fe2.1Re0.4,BCC+FCC,None,ball milled for 50 h Sintered at 1490 oC for 90 min,Tensile Ductility,EXP,None,298.15,25.0,None,%,T2,10.3390/ma14071660
700,WNi7Fe3Re,BCC+FCC,None,Sintering at 1480 oC for 120 min,Tensile Ductility,EXP,None,298.15,14.0,None,%,T2,10.3390/ma14071660
701,WNi7Fe3Re,BCC+FCC,None,Sintering at 1480 oC for 120 min,Tensile Ductility,EXP,None,298.15,23.0,None,%,T2,10.3390/ma14071660
702,WNi7Fe3,BCC+FCC,None,Sintering at 1500 oC for 30 min,Tensile Ductility,EXP,None,298.15,31.0,None,%,T2,10.3390/ma14071660
703,WNi7Fe3Ta5,BCC+FCC,None,Sintering at 1500 oC for 30 min,Tensile Ductility,EXP,None,298.15,3.0,None,%,T2,10.3390/ma14071660
704,Ti30Zr1Nb54Al15,BCC,E,Extrusion at 1100 oC  ,Tensile Ductility,EXP,None,298.15,24.0,None,%,T3,10.1007/BF02665823
705,Ti30Zr1Nb54Al15,BCC,None,Heat treatment at 1550 oC/50 h + extrusion at 1100 Oc,Tensile Ductility,EXP,None,298.15,13.0,None,%,T3,10.1007/BF02665823
706,Ti30Zr1Nb54Al15,BCC,None,Extrusion at 1100 oC+ heat treatment at 900 oC/8 h,Tensile Ductility,EXP,None,298.15,10.4,None,%,T3,10.1007/BF02665823
707,Ti30Zr1Nb54Al15,BCC,AC,None,Tensile Ductility,EXP,None,298.15,0.0,None,%,T3,10.1007/BF02665823
708,Ti55.5Nb25Al19.5,BCC,None,Extrusion at 1100 oC+ heat treatment at 900 oC/8 h,Tensile Ductility,EXP,None,298.15,19.0,None,%,T3,10.1007/BF02665823
709,Ti58Nb21Al21,BCC,None,Extrusion at 930 oC+ heat treatment at 900 oC/24 h,Tensile Ductility,EXP,None,298.15,27.6,None,%,T3,10.1007/BF02665823
710,Ti58Nb21Al21,BCC,None,Extrusion at 930 oC+ heat treatment at 900 oC/24 h,Tensile Ductility,EXP,None,298.15,16.2,None,%,T3,10.1007/BF02665823
711,Ti45Zr35Ta10Al10,BCC,None,Extrusion at 1000 oC  ,Tensile Ductility,EXP,None,298.15,0.0,None,%,T3,10.1007/BF02665823
712,Mo73Si10B14Hf3,None,None,strain rates  8*10-4s-1,Tensile Ductility,EXP,None,1698.15,106.0,None,%,T1,10.1016/j.msea.2011.11.001
713,Mo73Si10B14Hf3,None,None,strain rates  8*10-4s-1,Tensile Ductility,EXP,None,1798.15,125.0,None,%,T1,10.1016/j.msea.2011.11.001
714,Mo73Si10B14Hf3,None,None,strain rates  2*10-2s-1,Tensile Ductility,EXP,None,1698.15,57.0,None,%,T1,10.1016/j.msea.2011.11.001
715,Mo73Si10B14Hf3,None,None,strain rates  2*10-2s-1,Tensile Ductility,EXP,None,1798.15,72.0,None,%,T1,10.1016/j.msea.2011.11.001
716,Mo73Si10B14Hf3,None,None,strain rates  8*10-4s-1,UTS,EXP,None,1698.15,276000000.0,None,Pa,T1,10.1016/j.msea.2011.11.001
717,Mo73Si10B14Hf3,None,None,strain rates  8*10-4s-1,UTS,EXP,None,1798.15,128000000.0,None,Pa,T1,10.1016/j.msea.2011.11.001
718,Mo73Si10B14Hf3,None,None,strain rates  2*10-2s-1,UTS,EXP,None,1698.15,560000000.0,None,Pa,T1,10.1016/j.msea.2011.11.001
719,Mo73Si10B14Hf3,None,None,strain rates  2*10-2s-1,UTS,EXP,None,1798.15,263000000.0,None,Pa,T1,10.1016/j.msea.2011.11.001
720,Mo80Si9B8Hf3,None,None,strain rates  3*10-4s-1,Tensile Ductility,EXP,None,1673.15,170.0,None,%,T2,10.1016/j.msea.2011.11.001
721,Mo80Si9B8Hf3,None,None,strain rates  3*10-4s-1,Tensile Ductility,EXP,None,1723.15,200.0,None,%,T2,10.1016/j.msea.2011.11.001
722,Mo80Si9B8Hf3,None,None,strain rates  3*10-4s-1,Tensile Ductility,EXP,None,1803.15,290.0,None,%,T2,10.1016/j.msea.2011.11.001
723,Mo80Si9B8Hf3,None,None,strain rates  3*10-4s-1,Tensile Ductility,EXP,None,1833.15,410.0,None,%,T2,10.1016/j.msea.2011.11.001
724,Mo80Si9B8Hf3,None,None,strain rates  3*10-4s-1,UTS,EXP,None,1673.15,182000000.0,None,Pa,T2,10.1016/j.msea.2011.11.001
725,Mo80Si9B8Hf3,None,None,strain rates  3*10-4s-1,UTS,EXP,None,1723.15,128000000.0,None,Pa,T2,10.1016/j.msea.2011.11.001
726,Mo80Si9B8Hf3,None,None,strain rates  3*10-4s-1,UTS,EXP,None,1803.15,86000000.0,None,Pa,T2,10.1016/j.msea.2011.11.001
727,Mo80Si9B8Hf3,None,None,strain rates  3*10-4s-1,UTS,EXP,None,1833.15,60000000.0,None,Pa,T2,10.1016/j.msea.2011.11.001
728,Mo80Si9B8Hf3,None,None,strain rates  1*10-3s-1,Tensile Ductility,EXP,None,1803.15,156.0,None,%,T2,10.1016/j.msea.2011.11.001
729,Mo80Si9B8Hf3,None,None,strain rates  1*10-3s-1,Tensile Ductility,EXP,None,1833.15,210.0,None,%,T2,10.1016/j.msea.2011.11.001
730,Mo80Si9B8Hf3,None,None,strain rates  1*10-3s-1,UTS,EXP,None,1803.15,153000000.0,None,Pa,T2,10.1016/j.msea.2011.11.001
731,Mo80Si9B8Hf3,None,None,strain rates  1*10-3s-1,UTS,EXP,None,1833.15,116000000.0,None,Pa,T2,10.1016/j.msea.2011.11.001
732,Mo80Si9B8Hf3,None,None,strain rates  5*10-2s-1,Tensile Ductility,EXP,None,1673.15,60.0,None,%,T2,10.1016/j.msea.2011.11.001
733,Mo80Si9B8Hf3,None,None,strain rates  5*10-2s-1,Tensile Ductility,EXP,None,1723.15,68.0,None,%,T2,10.1016/j.msea.2011.11.001
734,Mo80Si9B8Hf3,None,None,strain rates  5*10-2s-1,Tensile Ductility,EXP,None,1803.15,75.0,None,%,T2,10.1016/j.msea.2011.11.001
735,Mo80Si9B8Hf3,None,None,strain rates  5*10-2s-1,Tensile Ductility,EXP,None,1833.15,86.0,None,%,T2,10.1016/j.msea.2011.11.001
736,Mo80Si9B8Hf3,None,None,strain rates  5*10-2s-1,UTS,EXP,None,1673.15,280000000.0,None,Pa,T2,10.1016/j.msea.2011.11.001
737,Mo80Si9B8Hf3,None,None,strain rates  5*10-2s-1,UTS,EXP,None,1723.15,210000000.0,None,Pa,T2,10.1016/j.msea.2011.11.001
738,Mo80Si9B8Hf3,None,None,strain rates  5*10-2s-1,UTS,EXP,None,1803.15,1820000000.0,None,Pa,T2,10.1016/j.msea.2011.11.001
739,Mo80Si9B8Hf3,None,None,strain rates  5*10-2s-1,UTS,EXP,None,1833.15,145000000.0,None,Pa,T2,10.1016/j.msea.2011.11.001
740,W95.8Zr0.5C3.7,BCC+FCC,None,None,Tensile Ductility,EXP,None,298.15,1.1,None,%,T1,10.1038/srep16014
741,W95.8Zr0.5C3.7,BCC+FCC,None,None,Tensile Ductility,EXP,None,398.15,2.7,None,%,T1,10.1038/srep16014
742,W95.8Zr0.5C3.7,BCC+FCC,None,None,Tensile Ductility,EXP,None,448.15,6.5,None,%,T1,10.1038/srep16014
743,W95.8Zr0.5C3.7,BCC+FCC,None,None,Tensile Ductility,EXP,None,498.15,14.2,None,%,T1,10.1038/srep16014
744,W95.8Zr0.5C3.7,BCC+FCC,None,None,Tensile Ductility,EXP,None,598.15,21.3,None,%,T1,10.1038/srep16014
745,W95.8Zr0.5C3.7,BCC+FCC,None,None,Tensile Ductility,EXP,None,698.15,27.2,None,%,T1,10.1038/srep16014
746,W95.8Zr0.5C3.7,BCC+FCC,None,None,Tensile Ductility,EXP,None,798.15,41.0,None,%,T1,10.1038/srep16014
747,ZrNbHf,BCC,None,None,Tensile Ductility,DFT,None,0.0,9.0,None,%,T1,10.1038/srep12334
748,ZrVTiNb,BCC,None,None,Tensile Ductility,DFT,None,0.0,13.3,None,%,T1,10.1038/srep12334
749,ZrTiNbHf,BCC,None,None,Tensile Ductility,DFT,None,0.0,8.9,None,%,T1,10.1038/srep12334
750,ZrVTiNbHf,BCC,None,None,Tensile Ductility,DFT,None,0.0,12.1,None,%,T1,10.1038/srep12334
751,Ti51Al45Cr2Nb2,None,None,None,Tensile Ductility,EXP,None,298.15,0.65,None,%,T2,10.1016/j.vacuum.2017.11.032
752,AlNbTiZr,BCC+B2,AC,None,Compressive Ductility,EXP,None,298.15,8.6,None,%,T2,10.1080-02670836.2018.1446267
